Key;WikidataId;Author;No of co-authors;Title;Subtitle;Normalized genre;Archive;Normalized year;Publisher;Publication place;First edition;Num Pages;Size;Libretto;Premier year;Print edition;No of speakers;No of speakers (female);No of speakers (male);No of speakers (unknown);No of person groups;No of connected components;No of edges;Year written;No of segments;No of acts;No of Words;No of words (speakers);No of words (stage directions);No of paragraphs;No of lines;Filename;Xmlid;Corpus;Date;Notes;Author gender (manual);Author birth;Author death;Characters;Co-authors;Author age (time of writing);Posthumous;Authorid;Publication statement
fre000153;;Boissy, Louis;0;L'Auteur Superstitieux;A-Propos en un Acte;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_AUTEURSUPERSTICIEUX.xml;1732;;;;;4;False;1732;1732;4;0;4;0;0;1;5;;8;1;3309;3231;9;5;347;boissy-auteur-supersticieux;fre000153;FreDraCor;1732;;male;1694;1758;"Damon (M); Clitandre (M); Arlequin (M); Un Laquais (M)";;38;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000154;;Boissy, Louis;1;Le Babillard;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_BABILLARD.xml;1725;;;;;13;False;1725;1745;13;8;3;2;0;1;51;;16;1;5420;5231;65;1;617;boissy-babillard;fre000154;FreDraCor;1725;;male;1694;1758;"Clarice (F); Nérine (F); Daphné (F); Hortense (F); Léandre (M); Valére (M); La Fleur (M); Doris_melite (Unk); Doris (F); Ismène (F); Céphise (F); Mélite (F); Leandre_melite_doris (Unk)";Boissy, Louis;31;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000155;;Boissy, Louis;0;Le Comte de Neuilly;Comédie Héroïque;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_COMTEDENEUILLY.xml;1736;;;;;6;False;;1736;6;3;1;2;0;1;11;;30;0;12255;11251;29;0;1263;boissy-comte-de-neuilly;fre000155;FreDraCor;1736;;male;1694;1758;;;42;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000156;;Boissy, Louis;0;La Critique;Comédie en un Acte et en vers;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_CRITIQUEAUTEURSUPERSTICIEUX.xml;1732;;;;;11;False;;1732;11;4;3;4;0;1;13;;17;0;10643;9869;212;10;1299;boissy-critique-auteur-supersticieux;fre000156;FreDraCor;1732;;male;1694;1758;"Damon (F); Clitandre (M); Arlequin (M); Laquais (Unk); Thalie (F); Apollon (M); L Auteur (Unk); Chrisante (Unk); La Critique (Unk); La Médisance (F); Le Vaudeville (F)";;38;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000157;;Boissy, Louis;0;Les Dehors Trompeurs;Ou l'Homme du Jour;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_DEHORSTROMPEURS.xml;1740;;;;;9;False;1740;1740;9;4;4;1;0;1;22;;50;5;19846;19450;157;3;2170;boissy-dehors-trompeurs;fre000157;FreDraCor;1740;;male;1694;1758;"Lisette (F); Céliante (F); La Comtesse (F); Le Marquis (M); Le Baron (M); Champagne (M); Lucile (F); Monsieur de Forlis (M); Le Laquais (Unk)";;46;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000158;;Boissy, Louis;0;Le Français à Londres;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_FRANCAISALONDRES.xml;1727;;;;;7;False;1727;1727;7;2;0;5;0;1;16;;27;1;10014;9110;197;277;0;boissy-francais-a-londres;fre000158;FreDraCor;1727;;male;1694;1758;"Le Marquis (Unk); Le Baron (Unk); Eliante (F); Finette (F); Le Lord Houzey (Unk); Rosbif (Unk); Le Lord Craff (Unk)";;33;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000159;;Boissy, Louis;0;La Frivolité;Comédie en un Acte et en Vers.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_FRIVOLITE.xml;1753;;;;;6;False;1753;1753;6;2;4;0;0;1;9;;6;1;7037;6831;40;0;822;boissy-frivolite;fre000159;FreDraCor;1753;;male;1694;1758;"La Frivolité (F); L'Hiver (M); Monsieur Fauster (M); Miss-Blar (F); Le Marquis (M); Arlequin (M)";;59;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000160;;Boissy, Louis;0;L'Homme du Jour;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_HOMMEDUJOUR.xml;1732;;;;;9;False;;1732;9;4;4;1;0;1;22;;50;5;20030;19663;137;5;2168;boissy-homme-du-jour;fre000160;FreDraCor;1732;;male;1694;1758;"Lisette (F); Céliante (F); La Comtesse (F); Le Marquis (M); Le Baron (M); Champagne (M); Lucile (F); Monsieur de Forlis (M); Le Laquais (Unk)";;38;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000161;;Boissy, Louis;1;Le je ne Sais quoi;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_JENESAISQUOI.xml;1731;;;;;14;False;;1731;14;2;9;3;0;1;19;;15;1;9947;9178;139;0;1172;boissy-je-ne-sais-quoi;fre000161;FreDraCor;1731;;male;1694;1758;"Momus (M); Vénus (F); Apollon (M); Arlequin (Unk); Le Géomètre (M); Le Petit Maître (M); Le Suisse (M); Le Public Féminin (M); L'Acteur Français (M); Le Musicien (M); La Danseuse (F); Ensemble (Unk); Silvia (M); Un Calotin (Unk)";Boissy, Louis;37;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000162;;Boissy, Louis;0;Le Médecin par Occasion;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_MEDECINPAROCCASION.xml;1745;;;;;7;False;1745;1745;7;3;4;0;0;1;20;;42;5;15743;15434;141;2;1735;boissy-medecin-par-occasion;fre000162;FreDraCor;1745;;male;1694;1758;"Champagne (M); Lisette (F); Le Baron (M); La Marquise (F); Montval (M); Lucile (F); Cléon (M)";;51;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000163;;Boissy, Louis;1;Le Plagiaire;Comédie en vers et en Trois Actes.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_PLAGIAIRE.xml;1746;;;;;10;False;1746;1746;10;4;4;2;0;1;19;;33;3;10165;9791;251;1;1085;boissy-plagiaire;fre000163;FreDraCor;1746;;male;1694;1758;"La Comtesse (F); Lisette (F); Le Marquis (M); Monsieur du Berceau (M); Le Baron (M); Lucile (F); Coraline (F); Luclle (Unk); Arlequin (M); Scapin (Unk)";Boissy, Louis;52;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000164;;Boissy, Louis;0;Le Rival Favorable;Comédie en Trois Actes en vers;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_RIVALFAVORABLE.xml;1739;;;;;8;False;1739;1739;8;2;4;2;0;1;18;;38;3;14674;14393;82;4;1659;boissy-rival-favorable;fre000164;FreDraCor;1739;;male;1694;1758;"La Fleur (M); Marton (Unk); Damon (M); Léandre (M); Clarice (F); Arlequin (M); Eliante (F); Recitant du Vaudeville (Unk)";;45;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000165;;Boissy, Louis;0;La Vie Est un Songe;Comédie-Héroïque;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOISSY_VIEESTUNSONGE.xml;1732;;;;;8;False;1732;1732;8;1;6;1;0;1;16;;29;3;11763;11441;146;0;1411;boissy-vie-est-un-songe;fre000165;FreDraCor;1732;;male;1694;1758;"Ulric (M); Le Roi (Unk); Clotalde (M); Arlequin (M); Sigismond (M); Sophronie (F); Federic (M); Roderic (M)";;38;False;https://www.wikidata.org/wiki/Q364931;DraCor: https://dracor.org/
fre000166;;Boniface, Maurice;0;L'Obelixe;Dit par Coquelin Cadet de la Comédie Française;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BONIFACE_OBELIXE.xml;1883;;;;;1;False;;1883;1;0;0;1;0;1;0;;1;1;904;867;3;0;88;boniface-obelixe;fre000166;FreDraCor;1883;;male;1862;1945;Le Passant Saoul (Unk);;21;False;https://www.wikidata.org/wiki/Q95248204;DraCor: https://dracor.org/
fre000167;;Bonnetain, Paul;0;Après le Divorce;Pièce en un Acte, en Prose;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BONNETAIN_APRESLEDIVORCE.xml;1662;;;;;4;False;1662;1890;4;1;0;3;0;1;5;;5;1;5692;5395;706;194;0;bonnetain-apres-le-divorce;fre000167;FreDraCor;1662;Après le Divorce, pièce en 1 acte, en prose, A. Lemerre, 1890;male;1858;1899;"Rene (Unk); Monsieur Blaisy (Unk); Le Domestique (Unk); Madame Blaisy (F)";;;;https://www.wikidata.org/wiki/Q3370688;DraCor: https://dracor.org/
fre000168;;Bonnetain, Paul;0;Ma Poupée;Saynète;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BONNETAIN_MAPOUPEE.xml;1662;;;;;1;False;1662;1885;1;1;0;0;0;1;0;;1;0;1912;1863;9;36;0;bonnetain-ma-poupee;fre000168;FreDraCor;1662;Ma poupée, saynète, Tresse, 1885;male;1858;1899;Suzette (F);;;;https://www.wikidata.org/wiki/Q3370688;DraCor: https://dracor.org/
fre000169;;Bornier, Henri;0;Le Quinze Janvier;A-Propos;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BORNIER_QUINZEJANVIER.xml;1825;;;;;3;False;1825;1860;3;0;2;1;0;1;2;;3;1;2838;2557;37;0;264;bornier-quinze-janvier;fre000169;FreDraCor;1825;;male;1825;1901;"L Actrice (Unk); Le Poète (M); Molière (M)";;;;https://www.wikidata.org/wiki/Q2340976;DraCor: https://dracor.org/
fre000170;;Bornier, Henri;0;Hommage à Racine;Vers qui Devaient Etre Lus au Théâtre-Français pour l'Anniversaire de sa Naissance le 21 Décembre 1855;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BORNIER_RACINE.xml;1855;;;;;1;False;;1855;1;0;1;0;0;1;0;;1;1;1067;789;10;0;92;bornier-racine;fre000170;FreDraCor;1855;;male;1825;1901;Le Récitant (M);;30;False;https://www.wikidata.org/wiki/Q2340976;DraCor: https://dracor.org/
fre000171;;Boucher, Pierre;0;Champagne le Coiffeur;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOUCHER_CHAMPAGNELECOIFFEUR.xml;1662;;;;;6;False;1662;1662;6;2;3;1;0;1;15;;13;1;8177;6265;5;0;864;boucher-champagne-le-coiffeur;fre000171;FreDraCor;1662;;male;;;"Guillot (M); Cléandre (M); Elise (F); Lisette (F); Boniface (M); Thomas (Unk)";;;;;DraCor: https://dracor.org/
fre000172;;Bouilly, Jean-Nicolas;0;René-Descartes.;Trait Historique;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOUILLY_DESCARTES.xml;1796;;;;;7;False;1796;1796;7;1;4;2;0;1;19;;29;2;10716;9714;1068;369;0;bouilly-descartes;fre000172;FreDraCor;1796;;male;1763;1842;"Descartes (Unk); Florina (F); Marck (M); Amintus (M); Maurice (de Nassau) (M); Félicio (M); L Officier (Unk)";;33;False;;DraCor: https://dracor.org/
fre000173;;Boursault, Edme;0;La Comédie sans Titre;Revue et corrigée par son véritable Auteur;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_COMEDIESANSTITRE.xml;1683;;;;;21;False;1683;1694;21;6;12;3;0;1;41;;32;5;18213;16568;103;1;1922;boursault-comedie-sans-titre;fre000173;FreDraCor;1683;;male;1638;1701;"Oronte (M); Merlin (M); Monsieur Michaut (M); Madame Guillemot (F); Jasmin (Unk); Lisette (F); Longuemain (M); Monsieur de Boisluisant (M); Cécile (F); Boniface (M); Claire (F); Monsieur de la Motte (M); Du Mesnil (Unk); Madame de Calville (Unk); Oriane (F); Elise (F); La Rissole (M); Le Marquis (M); Monsieur Brigandeau (M); Monsieur Sangsue (M); Beaugénie (M)";;45;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000174;;Boursault, Edme;0;Les Deux Frères Gémeaux;Ou les Menteurs qui ne Mentent Point;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_DEUXFRERESGEMEAUX.xml;1665;;;;;11;False;;1665;11;3;6;2;0;1;41;;56;5;18992;18270;200;0;2062;boursault-deux-freres-gemeaux;fre000174;FreDraCor;1665;;male;1638;1701;"Hipolite (F); Jacinte (F); Le Premier Nicandre (M); Ragotin (M); Ismene (F); Le Second Nicandre (M); Robin (M); Isidore (M); Le Commisaire (Unk); Eutrope (M); Le Sergent (Unk)";;27;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000175;;Boursault, Edme;0;Esope à la Cour;Comédie Héroïque;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_ESOPE.xml;1701;;;;;17;False;1701;1701;17;2;12;3;0;2;30;;39;5;23106;22841;221;0;2593;boursault-esope;fre000175;FreDraCor;1701;;male;1638;1701;"Un Petit Genie (Unk); Tirrène (M); Trasibule (M); Crésus (M); Iphis (Unk); Esope (M); Arsinoé (F); Lais (M); Plexipe (M); Licas (M); Rhodope (M); Garde (M); Iphicrate (M); Léonide (M); Cleon (Unk); Griffet (M); Atis (F)";;63;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000176;;Boursault, Edme;0;La Fête de la Seine;Divertissement en Musique;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_FETEDELASEINE.xml;1690;;;;;14;True;1690;1690;14;2;5;7;0;1;91;;2;1;1448;1272;61;0;181;boursault-fete-de-la-seine;fre000176;FreDraCor;1690;;male;1638;1701;"L'Océan (M); Thétis (F); La Seine (F); Deux Tritons (Unk); Deux Nereides (Unk); Une Jeune Fontaine et un Ruisseau (Unk); Deux Jeunes Ruisseaux (Unk); Le Gange (M); Le Nil (M); Le Pactole (M); Le Danube (M); Ensemble (Unk); Le Gange et le Nil (Unk); Tous Ensemble (Unk)";;52;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000177;;Boursault, Edme;0;Germanicus;Tragédie.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_GERMANICUS.xml;1673;;;;;7;False;1673;1694;7;3;4;0;0;1;14;;20;5;19594;17980;23;1;1956;boursault-germanicus;fre000177;FreDraCor;1673;;male;1638;1701;"Livie (F); Agrippine (F); Flavie (F); Drusus (M); Pison (M); Albin (M); Germanicus (M)";;35;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000178;;Boursault, Edme;0;Le Jaloux Endormi;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_JALOUXENDORMI.xml;1662;;;;;5;False;1662;1662;5;1;3;1;0;1;10;;15;1;6317;5508;26;0;708;boursault-jaloux-endormi;fre000178;FreDraCor;1662;;male;1638;1701;"Spadarille (M); Olimpie (F); Cléandre (M); Cascaret (Unk); Alcidor (M)";;24;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000179;;Boursault, Edme;0;Marie Stuard;Reine D'Ecosse.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_MARIESTUARD.xml;1683;;;;;9;False;1683;1691;9;2;7;0;0;1;18;;32;5;15992;15595;37;0;1732;boursault-marie-stuard;fre000179;FreDraCor;1683;;male;1638;1701;"Le Comte de Newcastle (M); Euric (M); Le Duc de Norfolk (M); Le Comte de Morray (M); Lancastre (M); Elisabeth (F); Marie Stuard (F); Killegre (M); Melvin (M)";;45;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000180;;Boursault, Edme;0;Le Médecin Volant;Comédie Burlesque;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_MEDECINVOLANT.xml;1666;;;;;7;False;1694;1666;7;2;5;0;0;1;15;;25;1;6546;5853;171;0;702;boursault-medecin-volant;fre000180;FreDraCor;1666;;male;1638;1701;"Lise (F); Cléon (M); Crispin (M); Fernand (M); Philipin (M); Lucresse (F); Cantéas (M)";;28;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000181;;Boursault, Edme;0;Le Mort Vivant;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_MORTVIVANT.xml;1662;;;;;8;False;1662;1662;8;1;4;3;0;1;19;;20;3;9907;9077;12;0;1126;boursault-mort-vivant;fre000181;FreDraCor;1662;;male;1638;1701;;;24;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000182;;Boursault, Edme;0;Les Mots à la Mode;Petite Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_MOTSALAMODE.xml;1694;;;;;14;False;1694;1694;14;6;7;1;0;1;62;;15;1;10617;8860;7;1;908;boursault-mots-a-la-mode;fre000182;FreDraCor;1694;;male;1638;1701;"Monsieur Josse (M); Monsieur Griffet (M); Madame Josse (F); Nannette (F); Babet (F); Monsieur Brice (M); Champagne (M); Monsieur du Rus (M); Monsieur de l'Orme (M); Marote (Unk); Madame Brice (F); Nicole (F); Nicodeme (M); Adrienne (F)";;56;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000183;;Boursault, Edme;0;Le Portrait du Peintre;Ou la Contre-Critique de l'Ecole des Femmes;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_PORTRAITDUPEINTRE.xml;1663;;;;;9;False;1663;1663;9;2;7;0;0;1;32;;9;1;7321;6337;20;4;716;boursault-portrait-du-peintre;fre000183;FreDraCor;1663;;male;1638;1701;"Clitie (F); Damis (M); Le Comte (M); Amarante (F); Petit-Jean (M); La Marquise Oriane (M); Le Chevalier Dorante (M); La Ramée (M); Lisidor (M)";;25;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000184;;Boursault, Edme;0;La Satire des Satires;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOURSAULT_SATIREDESSATIRES.xml;1669;;;;;8;False;1694;1669;8;2;5;1;0;1;23;;7;1;10876;9215;21;0;1029;boursault-satire-des-satires;fre000184;FreDraCor;1669;;male;1638;1701;"Emilie (F); Le Chevalier (M); La Waltoline (M); Le Marquis (M); Boursault (M); Amarante (F); Ortodoxe (Unk); La France (M)";;31;False;https://www.wikidata.org/wiki/Q3047696;DraCor: https://dracor.org/
fre000185;;Boyer, Abel;0;Caton;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYERA_CATON.xml;1713;;;;;13;False;;1713;13;2;7;4;0;1;30;;43;5;22554;20153;123;441;0;boyera-caton;fre000185;FreDraCor;1713;;male;1667;1729;"Portius (M); Marcus (Unk); Sempronius (M); Syphax (M); Juba (M); Marcie (F); Lucie (F); Lucius (M); Caton (M); Decius (M); Chef de la Revolte (Unk); Premier Chef des Revoltes (Unk); Second Chef des Revoltes (Unk)";;46;False;https://www.wikidata.org/wiki/Q2821489;DraCor: https://dracor.org/
fre000186;;Boyer, Claude;0;Agamemnon;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_AGAMEMNON.xml;1647;;;;;9;False;1647;1680;9;3;6;0;0;1;14;;38;5;15652;14634;5;0;1711;boyer-agamemnon;fre000186;FreDraCor;1647;;male;1618;1698;"Oreste (M); Pylade (M); Clytemnestre (F); Doride (F); Eurybate (M); Cassandre (M); Ismène (F); Agamemnon (M); Arbas (M)";;29;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000187;;Boyer, Claude;0;Les Amours de Jupiter et de Sémélé;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_AMOURSJUPITERSEMELE.xml;1666;;;;;22;False;1666;1666;22;9;6;7;0;3;40;;40;5;20428;18982;589;0;2078;boyer-amours-jupiter-semele;fre000187;FreDraCor;1666;;male;1618;1698;"Melpomène (F); Thalie (F); Euterpe (F); Apollon (M); Les Heures (Unk); Aurore (F); Sémélé (F); Dircé (F); Dimas (M); Alcméon (M); Le Roi (Unk); La Reine (Unk); L Amour (Unk); Jupiter (M); Momus (M); Junon (F); Vénus (F); La Jeunesse (Unk); Un des Amours (Unk); Hymenee (Unk); Jalousie (F); Atys (M)";;48;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000188;;Boyer, Claude;0;Aristodème;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_ARISTODEME.xml;1647;;;;;9;False;1647;1648;9;3;3;3;0;1;24;;23;5;13310;12377;17;0;1445;boyer-aristodeme;fre000188;FreDraCor;1647;;male;1618;1698;"Le Roi (Unk); Aristodème (M); Epebole (Unk); Alcidamas (M); Tisis (Unk); Mérope (F); Argie (F); Alcmène (F); Cresphonte (M)";;29;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000189;;Boyer, Claude;1;Artaxerce;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_ARTAXERCE.xml;1682;;;;;9;False;1682;1683;9;4;4;1;0;1;14;;32;5;19172;14660;11;0;1637;boyer-artaxerce;fre000189;FreDraCor;1682;;male;1618;1698;"Darius (M); Oronte (M); Tiribaze (M); Nitocris (F); Cléone (F); Barsine (F); Aspasie (F); Le Roi (Unk); Mindate (M)";Boyer, Claude;64;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000190;;Boyer, Claude;0;Clotilde;Tragédie.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_CLOTILDE.xml;1659;;;;;8;False;;1659;8;4;3;1;0;1;18;;39;0;18923;18152;3;0;2047;boyer-clotilde;fre000190;FreDraCor;1659;;male;1618;1698;"Clotilde (F); Lucinde (F); Deuthère (F); Clidamant (M); Le Roi (Unk); Sigile (M); Clodomire (M); Théosile (F)";;41;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000191;;Boyer, Claude;0;Fédéric;Tragi-Comédie;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_FEDERIC.xml;1659;;;;;9;False;1659;1660;9;3;5;1;0;1;22;;39;5;17507;16645;21;0;1831;boyer-federic;fre000191;FreDraCor;1659;;male;1618;1698;"Marcellin (M); Le Roi (Unk); Camille (F); Fédéric (M); Valère (M); Fabrice (M); Octave (M); Florise (F); Yoland (F)";;41;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000192;;Boyer, Claude;0;Le Jeune Marius;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_JEUNEMARIUS.xml;1670;;;;;9;False;;1670;9;4;4;1;0;1;16;;28;2;17297;16271;3;0;1821;boyer-jeune-marius;fre000192;FreDraCor;1670;;male;1618;1698;"Marius (Unk); Maxime (F); Cécilie (F); Marcelle (F); Sabine (F); Pison (M); Sylla (M); Octave (M); Pompée (M)";;52;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000193;;Boyer, Claude;0;Judith;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_JUDITH.xml;1695;;;;;11;False;1695;1695;11;2;5;4;0;1;22;;36;5;14974;13016;7;0;1543;boyer-judith;fre000193;FreDraCor;1695;;male;1618;1698;"Ozias (M); Betulien (Unk); Achior (M); Judith (F); Misaël (M); Abra (F); Holoferne (M); Vagao (M); Officier (Unk); Officier Assyrien (Unk); Officier Assysien (Unk)";;77;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000194;;Boyer, Claude;0;Lisimène ou La Jeune Bergère;Pastorale;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_LISIMENE.xml;1672;;;;;15;False;1695;1672;15;4;6;5;0;2;38;;38;5;17330;16273;51;0;1852;boyer-lisimene;fre000194;FreDraCor;1672;;male;1618;1698;"Le Choeur (Unk); Dorilas (M); Climène (F); Silène (M); Lisimène (F); Palémon (M); Damis (M); Silvanire (F); Ergaste (M); Télamire (M); Philis (F); Premiere Bergere (Unk); Seconde Bergere (Unk); Les Deux Bergeres (Unk); Bergers (Unk)";;54;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000195;;Boyer, Claude;0;La Mort des Enfants de Brute;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_MORTENFANTSBRUTE.xml;1647;;;;;10;False;1647;1648;10;6;4;0;0;1;30;;23;5;13293;12899;0;0;1542;boyer-mort-enfants-brute;fre000195;FreDraCor;1647;;male;1618;1698;"Tite (M); Vitelle (M); Tibère (M); Tullie (F); Brute (M); Julie (F); Livie (F); Junie (F); Marcellin (F); Marcelle (F)";;29;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000196;;Boyer, Claude;0;Oropaste ou Le Faux Tonaxare;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_OROPASTE.xml;1662;;;;;10;False;1662;1663;10;3;6;1;0;1;29;;30;5;20800;19703;15;0;2234;boyer-oropaste;fre000196;FreDraCor;1662;;male;1618;1698;"Zopire (M); Darie (M); Mégabise (M); Hésione (F); Araminte (F); Cléone (F); Oropaste (M); Patisite (M); Mitrobate (M); Le Garde (Unk)";;44;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000197;;Boyer, Claude;0;La Porcie Romaine;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_PORCIEROMAINE.xml;1645;;;;;9;False;1645;1646;9;2;7;0;0;1;14;;24;5;14963;14061;32;0;1619;boyer-porcie-romaine;fre000197;FreDraCor;1645;;male;1618;1698;"Brute (M); Maxime (M); Cassie (M); Porcie (F); Julie (F); Philipe (M); Octave (M); Valère (M); Tite (M)";;27;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000198;;Boyer, Claude;0;Porus;Ou la Générosité d'Alexandre;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_PORUS.xml;1648;;;;;10;False;;1648;10;4;5;1;0;1;34;;27;5;15000;14045;32;0;1669;boyer-porus;fre000198;FreDraCor;1648;;male;1618;1698;"Alexandre (M); Perdiccas (M); Oronte (M); Clairance (F); Argire (F); Oraxène (F); Clarice (F); Porus (M); Arsacide (Unk); Phradate (M)";;30;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
fre000199;;Boyer, Claude;0;Tyridate;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/BOYER_TIRIDATE.xml;1648;;;;;9;False;1648;1649;9;4;3;2;0;1;28;;32;5;16418;15420;36;0;1784;boyer-tiridate;fre000199;FreDraCor;1648;;male;1618;1698;"Tyridate (M); Anthiochide (F); Arsinoé (F); Ariarathe (M); Oronte (M); Bérénice (F); Euridice (F); Le Roi (Unk); La Reine (Unk)";;30;False;https://www.wikidata.org/wiki/Q2977083;DraCor: https://dracor.org/
