Key;WikidataId;Author;No of co-authors;Title;Subtitle;Normalized genre;Archive;Normalized year;Publisher;Publication place;First edition;Num Pages;Size;Libretto;Premier year;Print edition;No of speakers;No of speakers (female);No of speakers (male);No of speakers (unknown);No of person groups;No of connected components;No of edges;Year written;No of segments;No of acts;No of Words;No of words (speakers);No of words (stage directions);No of paragraphs;No of lines;Filename;Xmlid;Corpus;Date;Notes;Author gender (manual);Author birth;Author death;Characters;Co-authors;Author age (time of writing);Posthumous;Authorid;Publication statement
fre001347;;Scudery, Georges;0;Le Fils Supposé;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCUDERY_FILSSUPPOSE.xml;1636;;;;;9;False;1645;1636;9;2;7;0;0;1;36;;33;5;14307;13405;66;0;1541;scudery-fils-suppose;fre001347;FreDraCor;1636;;male;1601;1667;"Rosandre (M); Luciane (F); Oronte (M); Almedor (M); Philante (M); Bélise (F); Clorian (M); Doriste (M); Braside (M)";;35;False;https://www.wikidata.org/wiki/Q772240;DraCor: https://dracor.org/
fre001348;;Scudery, Georges;0;Ligdamon et Lidias ou La Ressemblance;Tragi-Comédie;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCUDERY_LIGDAMONELIDIAS.xml;1630;;;;;17;False;1630;1631;17;1;9;7;0;1;71;;15;5;21397;21279;4;0;2378;scudery-ligdamon-e-lidias;fre001348;FreDraCor;1630;;male;1601;1667;"Ligdamon (M); Silvie (Unk); Alcidor (Unk); Lidias (M); Aronthe (Unk); Amerine (Unk); Aegide (F); Nicandre (M); Mérovée (M); Clidamant (M); La Mere (Unk); Premier Juge (M); Deuxième Juge (M); Troisième Juge (M); Heraut (Unk); Le Sacrificateur (M); Le Mire (Unk)";;29;False;https://www.wikidata.org/wiki/Q772240;DraCor: https://dracor.org/
fre001349;;Scudery, Georges;0;La Mort de César;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCUDERY_MORTDECESAR.xml;1636;;;;;17;False;1636;1637;17;3;10;4;0;2;36;;26;6;15302;13270;230;0;1389;scudery-mort-de-cesar;fre001349;FreDraCor;1636;;male;1601;1667;"Le Tibre (Unk); La Seine (Unk); Brute (M); Cassie (M); Porcie (F); Lépide (M); Antoine (M); Calphurnie (F); César (M); Philippus (M); Labeo (M); Quintus (M); Albin (M); Artemidore (M); Emilie (F); Un Citoyen (Unk); Un Autre Citoyen (Unk)";;35;False;https://www.wikidata.org/wiki/Q772240;DraCor: https://dracor.org/
fre001350;;Scudery, Georges;0;Orante;Tragi-Comédie;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCUDERY_ORANTE.xml;1633;;;;;14;False;1633;1636;14;4;9;1;0;1;46;;46;5;15096;13791;186;0;1537;scudery-orante;fre001350;FreDraCor;1633;;male;1601;1667;"Rosimond (M); Isimandre (M); Ormin (M); Clindor (M); Eduige (Unk); Lucinde (F); Florange (M); Palinice (F); Orante (F); Lindoman (M); Nérine (F); Poliante (M); Leriste (M); Argamor (M)";;32;False;https://www.wikidata.org/wiki/Q772240;DraCor: https://dracor.org/
fre001351;;Scudery, Georges;0;Le Prince Déguisé;Tragi-Comédie;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCUDERY_PRINCEDEGUISE.xml;1635;;;;;13;False;1635;1636;13;3;9;1;0;1;31;;34;5;16085;14382;243;0;1600;scudery-prince-deguise;fre001351;FreDraCor;1635;;male;1601;1667;"Cléarque (M); Lisandre (M); Argénie (F); Armile (M); Théotime (M); Archane (M); Rosemonde (F); Philise (Unk); Mélanire (F); Rutile (M); Florestor (M); Anthénor (M); Ariste (M)";;34;False;https://www.wikidata.org/wiki/Q772240;DraCor: https://dracor.org/
fre001352;;Scudery, Georges;0;Le Vassal Généreux;Poème Tragi-Comique;Tragicomedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SCUDERY_VASSALGENEREUX.xml;1632;;;;;17;False;1632;1636;17;0;16;1;0;1;39;;23;5;14370;13162;286;0;1515;scudery-vassal-genereux;fre001352;FreDraCor;1632;;male;1601;1667;"Théandre (M); Rosilée (M); Lucidan (M); Policrane (M); Androphile (M); Glacitide (M); Lindorante (M); Philidaspe (M); Rosimar (M); Un Citoyen (Unk); Artésie (M); Alcaste (M); Palinonde (M); Perintor (M); Ménocrite (M); Orchomène (M); Lucidame (M)";;31;False;https://www.wikidata.org/wiki/Q772240;DraCor: https://dracor.org/
fre001353;;Sedaine, Michel-Jean;0;Les Défauts Supposés;Comèdie en vers et en un Acte.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SEDAINE_DEFAUTSSUPPOSES.xml;1788;;;;;6;False;1788;1788;6;3;3;0;0;1;15;;19;1;6926;6681;122;0;825;sedaine-defauts-supposes;fre001353;FreDraCor;1788;;male;1719;1797;"Dumont (M); Lise (F); Marton (F); Frontin (M); Madame Dorval (F); Dorval (M)";;69;False;;DraCor: https://dracor.org/
fre001354;;Sedaine, Michel-Jean;0;Le Manteau Ecarlate;Ou le Rêve Supposé;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SEDAINE_MANTEAUECARLATE.xml;1784;;;;;7;False;1784;1784;7;3;3;1;0;1;15;;16;1;6266;5973;162;279;0;sedaine-manteau-ecarlate;fre001354;FreDraCor;1784;;male;1719;1797;"Marton (F); Dorimène (F); Madame de Florville (F); M. de Florville (M); Gérault (M); Blaise (M); Blaise_gerault (Unk)";;65;False;;DraCor: https://dracor.org/
fre001355;;Sedaine, Michel-Jean;0;Richard Coeur de Lion;Comédie en Trois Actes.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SEDAINE_RICHARD.xml;1784;;;;;31;False;1784;1784;31;4;7;20;0;2;121;;26;3;7987;7304;995;267;463;sedaine-richard;fre001355;FreDraCor;1784;;male;1719;1797;"Choeur de Paysans (Unk); Colette (Unk); Autre Troupe de Paysans (Unk); Mathurin (M); La Vieille Femme (F); Blondel (M); Antonio (M); Williams (M); Guillot (Unk); Laurette (F); Marguerite (F); Un Premier Domestique (Unk); Un Domestique (Unk); Un Autre Domestique (Unk); Un Officier de la Comtesse (Unk); Béatrix (F); Florestan (M); Richard (M); Blondel et Richard (Unk); Les Soldats (Unk); Les Officiers et les Soldats (Unk); Un Soldat (Unk); Les Deux Hommes (Unk); La Comtesse (Unk); Le Sénéchal (M); Les Chevaliers (Unk); Beatrix et la Comtesse (Unk); Un Paysan (Unk); Le Choeur (Unk); Les Femmes de la Comtesse (Unk); Les Paysans (Unk)";;65;False;;DraCor: https://dracor.org/
fre001356;;Ségur, Joseph-Alexandre;0;Le Fou par Amour;Drame Historique, en un Acte et en vers;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SEGUR_FOU.xml;1791;;;;;6;False;1791;1791;6;2;3;1;0;1;11;;18;1;7335;6991;742;0;764;segur-fou;fre001356;FreDraCor;1791;;male;1756;;"Dumont (M); Lisette (F); La Comtesse (F); Mondor (M); Le Medecin (Unk); Dorval (M)";;;;https://www.wikidata.org/wiki/Q321684;DraCor: https://dracor.org/
fre001357;Q15059087;Seneca;0;Agamemnon;Traduit par Cabaret-Dupaty en 1863.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SENEQUE_AGAMEMNON.xml;1863;;;;;11;False;;1863;11;4;5;2;0;3;11;;12;3;10072;9961;0;157;0;seneque-agamemnon;fre001357;FreDraCor;1863;;male;104;65;"L'Ombre de Thyeste (M); Choeur de Femmes D Argos (Unk); Clytemnestre (F); La Nourrice (F); Egisthe (M); Eurybate (M); Le Choeur (Unk); Cassandre (F); Agamemnon (M); Electre (F); Strophius (M)";;;;;DraCor: https://dracor.org/
fre001358;Q3332727;Seneca;0;Médée;Traduit par Eugène Greslou.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SENEQUE_MEDEE.xml;1834;;;;;6;False;;1834;6;1;2;3;0;1;11;;12;5;11384;11285;0;174;0;seneque-medee;fre001358;FreDraCor;1834;;male;104;65;"Médée (F); Le Choeur (Unk); Le Nourrice (Unk); Créon (M); Jason (M); L Envoye (Unk)";;;;;DraCor: https://dracor.org/
fre001359;;Sivry, Charles;0;Une Affaire d'Honneur;Monologue;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SIVRY_AFFAIREDHONNEUR.xml;1881;;;;;1;False;;1881;1;0;1;0;0;1;0;;4;1;1001;950;71;33;0;sivry-affaire-d-honneur;fre001359;FreDraCor;1881;;male;1848;1900;L'Homme Offensé.... M. Coqueln-Cadet. (M);;33;False;;DraCor: https://dracor.org/
fre001360;;Sivry, Charles;0;Indécision;Monologue;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SIVRY_INDECISION.xml;1881;;;;;1;False;;1881;1;0;1;0;0;1;0;;1;1;681;651;32;15;0;sivry-indecision;fre001360;FreDraCor;1881;;male;1848;1900;L'Indécis.... M. Coqueln-Cadet. (M);;33;False;;DraCor: https://dracor.org/
fre001361;;Somaize, Antoine Baudeau de;0;Les Précieuses Ridicules;Comédie.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOMAIZE_PRECIEUSESRIDICULES.xml;1662;;;;;13;False;1662;1662;13;3;6;4;0;1;42;;17;1;14835;11525;16;0;1228;somaize-precieuses-ridicules;fre001361;FreDraCor;1662;Baudeau, Antoine;male;1630;1650;"Du Croisy (M); La Grange (M); Gorgibus (M); Marotte (F); Madelon (F); Cathos (F); Le Marquis de Mascarille (M); Premier Porteur (Unk); Deuxieme Porteur (Unk); Le Vicomte de Jodelet (M); Lucile (Unk); Almanzor (M); Les Violons (Unk)";;;True;;DraCor: https://dracor.org/
fre001362;;Somaize, Antoine Baudeau de;0;Le Procès des Précieuses en vers Burlesques;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOMAIZE_PROCESPRECIEUSES.xml;1660;;;;;11;False;;1660;11;2;8;1;0;1;33;;16;1;12435;10770;92;2;1593;somaize-proces-precieuses;fre001362;FreDraCor;1660;Baudeau, Antoine;male;1630;1650;"Epicarie (F); Patrice (M); Roguespine (M); Ribercour (M); Pancrace (M); Rodogine (F); Theocrite (M); Ergaste (M); Aristime (M); Anaxarite (M); La Suivante (Unk)";;;True;;DraCor: https://dracor.org/
fre001363;;Somaize, Antoine Baudeau de;0;Les Véritables Précieuses;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOMAIZE_VERITABLESPRECIEUSES.xml;1660;;;;;8;False;1660;1660;8;4;2;2;0;1;23;;8;1;7452;6360;16;168;38;somaize-veritables-precieuses;fre001363;FreDraCor;1660;Baudeau, Antoine;male;1630;1650;"Iscarie (F); Isabelle (F); Artémise (F); Béatrix (F); Flanquin (M); Le Baron (M); Le Poete (Unk); Greval (Unk)";;;True;;DraCor: https://dracor.org/
fre001364;;Sommerive, Comte;0;Bajazet;Cinquième Empereur des Turcs;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOMMERIVE_BAJAZET.xml;1737;;;;;10;False;1737;1741;10;2;8;0;0;1;18;;33;5;17903;13700;73;0;1605;sommerive-bajazet;fre001364;FreDraCor;1737;;male;;;"Zaïre (F); Astérie (F); Thémir (M); Mirsas (M); Tamerlan (M); Axalla (M); Odmar (M); Adanaxe (M); Bajazet (M); Ciarcan (M)";;;;;DraCor: https://dracor.org/
fre001365;Q412341;Sophocles;0;Ajax Traduction Nouvelle de Leconte de Lisle;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOPHOCLE_AJAX.xml;1877;;;;;11;False;;1877;11;3;5;3;0;1;27;;9;0;12451;12372;42;309;0;sophocle-ajax;fre001365;FreDraCor;1877;;male;496;406;"Athéna (F); Ulysse (M); Ajax (M); Oedipe (F); Tecmesse. (F); Un Messager (Unk); Premier Demi Choeur (Unk); Deuxieme Demi Choeur (Unk); Teucros (M); Ménélas (M); Agamemnon (M)";;;;https://www.wikidata.org/wiki/Q7235;DraCor: https://dracor.org/
fre001366;Q241077;Sophocles;0;Antigone Traduction Nouvelle de Leconte de Lisle;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOPHOCLE_ANTIGONE.xml;1877;;;;;10;False;;1877;10;3;6;1;0;1;18;;12;1;11655;11547;65;290;0;sophocle-antigone;fre001366;FreDraCor;1877;;male;496;406;"Antigone (F); Ismène (F); Le Choeur (Unk); Créon (M); Le Gardien (M); Hémon (M); Tirésias (M); Le Messager (M); Eurydice (F); L'Envoyé (M)";;;;https://www.wikidata.org/wiki/Q7235;DraCor: https://dracor.org/
fre001367;Q733444;Sophocles;0;Electre Traduction Nouvelle de Leconte de Lisle;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOPHOCLE_ELECTRE.xml;1877;;;;;7;False;;1877;7;1;0;6;0;1;16;;12;1;13622;13529;37;414;0;sophocle-electre;fre001367;FreDraCor;1877;;male;496;406;"Le Pedagogue (Unk); Oreste (Unk); Electre (Unk); Oedipe (F); Chrysothemis (Unk); Clytemnestre (Unk); Egisthe (Unk)";;;;https://www.wikidata.org/wiki/Q7235;DraCor: https://dracor.org/
fre001368;Q294001;Sophocles;0;Oedipe à Colone Traduction Nouvelle de Leconte de Lisle;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOPHOCLE_OEDIPEACOLONE.xml;1877;;;;;9;False;;1877;9;5;3;1;0;1;21;;13;0;15799;15692;58;535;0;sophocle-oedipe-a-colone;fre001368;FreDraCor;1877;;male;496;406;"Oedipe (M); Antigone (F); Ismène (F); Le Choeur (F); Ismene (Unk); Thésée (F); Créon (F); Polynice (M); Le Messager (M)";;;;https://www.wikidata.org/wiki/Q7235;DraCor: https://dracor.org/
fre001369;Q148643;Sophocles;0;Oedipe Roi Traduction Nouvelle de Leconte de Lisle;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOPHOCLE_OEDIPEROI.xml;1877;;;;;8;False;;1877;8;4;4;0;0;1;16;;14;0;14129;14051;59;456;0;sophocle-oedipe-roi;fre001369;FreDraCor;1877;;male;496;406;"Oedipe (M); Le Sacrificateur (M); Créon (F); Oedipe (F); Tirésias (F); Jocaste (F); Le Messager (M); Le Serviteur (M)";;;;https://www.wikidata.org/wiki/Q7235;DraCor: https://dracor.org/
fre001370;Q1415903;Sophocles;0;Philoctète Traduction Nouvelle de Leconte de Lisle;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOPHOCLE_PHILOCTETE.xml;1877;;;;;6;False;;1877;6;1;3;2;0;1;12;;8;0;13393;13296;34;413;0;sophocle-philoctete;fre001370;FreDraCor;1877;;male;496;406;"Ulysse (M); Néoptolème (M); Le Choeur (Unk); Philoctète (M); Un Marchand. (F); Herakles (Unk)";;;;https://www.wikidata.org/wiki/Q7235;DraCor: https://dracor.org/
fre001371;Q945342;Sophocles;0;Les Trachiniennes Traduction Nouvelle de Leconte de Lisle;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SOPHOCLE_TRACHINIENNES.xml;1877;;;;;11;False;;1877;11;4;3;4;0;1;21;;11;1;11121;11047;37;264;0;sophocle-trachiniennes;fre001371;FreDraCor;1877;;male;496;406;"Déjanire (F); La Servante (F); Hyllos (M); Le Choeur (F); Le Messager (M); Lichas (M); Premier Demi Choeur (Unk); Deuxieme Demi Choeur (Unk); La Nourrice (Unk); Un Vieillard (Unk); Héraclès. (F)";;;;https://www.wikidata.org/wiki/Q7235;DraCor: https://dracor.org/
fre001372;;Soret, Nicolas;1;La Céciliade;Ou Martyre Sanglant de Sainte Cécile;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SORET_CECILIADE.xml;1606;;;;;9;False;;1606;9;0;9;0;0;1;28;;7;0;22383;19734;1060;0;2302;soret-ceciliade;fre001372;FreDraCor;1606;;male;1505;;"Patrice (M); Emilie (M); Sainte Cécile (M); Valérian (M); Le Choeur (M); L'Ange (M); Tiburce (M); Almachie (M); Moustarot (M)";"Soret, Nicolas; Blondet, Abraham";;;https://www.wikidata.org/wiki/Q17485858;DraCor: https://dracor.org/
fre001373;;Staël-Holstein, Germaine;0;Agar dans le Désert;Scène Lyrique.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/STAEL_AGAR.xml;1821;;;;;4;False;;1821;4;2;1;1;0;1;6;;1;0;3049;2997;111;86;0;stael-agar;fre001373;FreDraCor;1821;;female;1766;1817;"Agar (F); Ismaël (M); Ismael (Unk); L'Ange (F)";;;True;https://www.wikidata.org/wiki/Q123041;DraCor: https://dracor.org/
fre001374;;Staël-Holstein, Germaine;0;La Signora Fantastici;Proverbe Dramatique.;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/STAEL_SIGNORAFANTASTICI.xml;1821;;;;;9;False;;1821;9;3;3;3;0;1;36;;7;0;4349;4197;35;232;6;stael-signora-fantastici;fre001374;FreDraCor;1821;;female;1766;1817;"Madame de Rriegschenmahl (F); Monsieur de Kriegschenmahl (M); Madame de Kriegschehmahl (Unk); Monsieur de Kriegschehmahl (Unk); Licidas (M); Rodolphe (M); Zéphirine (F); Le Commissaire (Unk); La Signora Fantastici (F)";;;True;https://www.wikidata.org/wiki/Q123041;DraCor: https://dracor.org/
fre001375;;Subligny, Adrien-Thomas Perdou de;0;La Folle Querelle ou La Critique d'Andromaque;Comédie Représentée par la Troupe du Roi.;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/SUBLIGNY_FOLLEQUERELLE.xml;1668;;;;;9;False;1668;1668;9;4;5;0;0;1;24;;32;2;17323;13825;121;606;49;subligny-folle-querelle;fre001375;FreDraCor;1668;;male;1636;1696;"Lise (F); Langoumois (M); Hortense (F); Eraste (M); Alcipe (M); La Vicomtesse (F); César (M); Lysandre (M); Sylviane (F)";;32;False;https://www.wikidata.org/wiki/Q2825111;DraCor: https://dracor.org/
fre001376;;Taconet, Toussaint-Gaspard;0;Les Ecosseuses de la Halle;Ambigu-Poissard, en un Acte, en vers Libres;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TACONET_ECOSSEUSES.xml;1767;;;;;19;False;1767;1767;19;0;8;11;0;1;103;;13;1;5640;5110;159;7;651;taconet-ecosseuses;fre001376;FreDraCor;1767;;male;1730;1774;"Fanchon (M); Margot (M); Jérôme (M); Le Marchand (Unk); Geneviève (M); Marie-Jeanne (M); Babet (M); La Fermiere (Unk); Tous Trois (Unk); Belle-Rose (M); La Marchande (Unk); Manon (M); Le Perruquier (Unk); La Bouquetiere (Unk); Le Petit Maitre (Unk); Le Violon (Unk); La Marchande de Citrons (Unk); Le Marchand de Ratafia (Unk); L Aveugle (Unk)";;37;False;;DraCor: https://dracor.org/
fre001377;;Taconet, Toussaint-Gaspard;0;Les Epoux par Chicane;Parodie d'Hypermnestre;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TACONET_EPOUXPARCHICANE.xml;1759;;;;;7;False;1759;1759;7;7;0;0;0;1;15;;19;2;5203;4957;513;0;722;taconet-epoux-par-chicane;fre001377;FreDraCor;1759;;male;1730;1774;"Michau (F); Antoinette (F); Furibon (F); Patau (F); Françoise (F); Thibaut (F); Furet (F)";;29;False;https://www.wikidata.org/wiki/Q3535636;DraCor: https://dracor.org/
fre001378;;Taconet, Toussaint-Gaspard;0;Nostradamus;Parodie de Zorosatre;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TACONET_NOSTRADAMUS.xml;1756;;;;;13;False;1756;1756;13;3;4;6;0;1;27;;16;1;4083;3860;642;0;563;taconet-nostradamus;fre001378;FreDraCor;1756;;male;1730;1774;"Gaillardin (M); Laensbergh (M); Aigrefine (F); Ensemble (Unk); Follette (F); Colporteurs (Unk); Aigrefin (Unk); Nostradamus (M); De la Pierre (M); Les Colporteurs (Unk); Tous Trois (Unk); Un Berger (Unk); Alix (F)";;26;False;https://www.wikidata.org/wiki/Q3535636;DraCor: https://dracor.org/
fre001379;;Tanevot, Alexandre;0;Adam et Eve;Tragédie Dediee à l'Académie Française.;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TANEVOT_ADAMETEVE.xml;1752;;;;;9;False;;1752;9;1;7;1;0;1;9;;20;5;17065;14703;35;0;1677;tanevot-adam-et-eve;fre001379;FreDraCor;1752;;male;1691;1773;"Satan (M); Moloch (M); Uriel (M); Gabriel (M); Adam (M); Eve (F); Raphaël (M); La Voix de Dieu (Unk); Michel (M)";;61;False;https://www.wikidata.org/wiki/Q28933577;DraCor: https://dracor.org/
fre001380;;Anonymous;0;Thélamire;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/THIBOUVILLE_THELAMIRE.xml;1739;;;;;7;False;1739;1739;7;2;5;0;0;1;8;;23;5;11164;10042;27;0;1137;thibouville-thelamire;fre001380;FreDraCor;1739;;unknown;;;"Amintas (M); Licas (M); Thélamire (M); Elismène (F); Barsine (F); Lictimen (M); Philax (M)";;;;;DraCor: https://dracor.org/
fre001381;;Trimouillat, Pierre;0;A Trois pas;Monologue en vers;;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TRIMOUILLAT_ATROISPAS.xml;1886;;;;;1;False;;1886;1;0;0;1;0;1;0;;1;0;523;421;6;0;70;trimouillat-a-trois-pas;fre001381;FreDraCor;1886;;male;1858;1929;Un Homme (Unk);;28;False;https://www.wikidata.org/wiki/Q3387166;DraCor: https://dracor.org/
fre001382;;Tristan l'Hermite, François;1;Mariane;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TRISTAN_MARIANE.xml;1636;;;;;17;False;1636;1644;17;4;9;4;0;1;51;;23;4;18006;16133;154;0;1847;tristan-mariane;fre001382;FreDraCor;1636;;male;1601;1655;"Hérode (M); Tharé (M); Phérore (M); Salomé (F); Mariane (F); Dina (F); L'Echanson (M); Huissier (Unk); Premier Juge (Unk); Second Juge (Unk); Le Grand Prévôt (M); Soesme (M); L'Eunuque (M); Le Concierge (M); Alexandra (F); Le Chevalier D Honneur (Unk); Narbal (M)";Tristan l'Hermite, François;35;False;;DraCor: https://dracor.org/
fre001383;;Tristan l'Hermite, François;0;La Mort de Chrispe;Ou les Malheurs Domestiques du Grand Constantin;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TRISTAN_MORTDECHRISPE.xml;1644;;;;;10;False;1644;1645;10;3;4;3;0;1;16;;28;5;17214;15525;0;0;1713;tristan-mort-de-chrispe;fre001383;FreDraCor;1644;;male;1601;1655;"Fauste (F); Cornélie (F); Chrispe (M); Constance (F); Constantin (Unk); Lactance (M); Une des Filles (Unk); Léonce (M); Capitaine des Gardes (Unk); Probe (M)";;43;False;;DraCor: https://dracor.org/
fre001384;;Tristan l'Hermite, François;0;La Mort de Sénèque;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TRISTAN_MORTSENEQUE.xml;1644;;;;;12;False;1644;1645;12;3;7;2;0;1;30;;20;5;18083;16786;12;0;1924;tristan-mort-seneque;fre001384;FreDraCor;1644;;male;1601;1655;"Néron (M); Sabine (F); Sénèque (M); Rufus (M); Pison (M); Sévinus (M); Epicaris (F); Lucain (M); Procule (M); Milicus (Unk); Pauline (F); Le Centenier (Unk)";;43;False;;DraCor: https://dracor.org/
fre001385;;Tristan l'Hermite, François;1;Osman;Tragédie;Tragedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TRISTAN_OSMAN.xml;1646;;;;;11;False;1646;1656;11;3;5;3;0;1;35;;18;5;15523;14627;76;0;1657;tristan-osman;fre001385;FreDraCor;1646;;male;1601;1655;"La Sultane (F); Fatime (F); Léontine (M); Osman (M); Mamud (M); La Fille du Mufti (F); Selim (M); Orcane (Unk); Musulman (Unk); Lodia (M); Capigi (Unk)";Tristan l'Hermite, François;45;False;;DraCor: https://dracor.org/
fre001386;;Tristan l'Hermite, François;0;Le Parasite;Comédie;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TRISTAN_PARASITE.xml;1654;;;;;10;False;1654;1654;10;4;5;1;0;1;35;;31;5;18656;16874;23;0;1949;tristan-parasite;fre001386;FreDraCor;1654;;male;1601;1655;"Phénice (F); Lucinde (F); Fripesauces (M); Le Capitan (M); Cascaret (M); Lisandre (F); Périante (M); Manille (Unk); Lucile (F); Alcidor (M)";;53;False;;DraCor: https://dracor.org/
fre001387;;Turnèbe, Odet;0;Les Contents;Comédie Nouvelle en Prose Française;Comedy;http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/TURNEBE_CONTENTS.xml;1584;;;;;16;False;;1584;16;5;10;1;0;1;55;;35;1;31423;29883;0;777;0;turnebe-contents;fre001387;FreDraCor;1584;;male;1552;1581;"Louise (F); Geneviève (F); Nivelet (M); Rodomont (M); Basile (M); Antoine (M); Françoise (F); Girard (M); Eustache (M); Gentilly (M); Saucisson (M); Thomas (M); Les Sergents (Unk); Alix (F); Perrette (F); Alphonse (M)";;;True;https://www.wikidata.org/wiki/Q3100336;DraCor: https://dracor.org/
