Key;Author;Title;Date;Reference year;Notes;files;No of words;Language;Authorid;Author gender (manual);Author birth;Author death;Size;Time slot;Corpus;First edition;Digital edition;Print edition;Provenance;Titleid;Subgenre;Narrative perspective;Reprint count;Xmlid;Author age (time of writing);Posthumous;Publication statement
SRP18860;Милићевић, Милан Ђ.;Омер Челебија : приповијетка из живота српскога народа;1886;1886;authorid: https://www.wikidata.org/wiki/Q2980829;texts/SRP18860_MilanDjM_OmerCelebija.xml;33284;Serbian;https://viaf.org/viaf/64038897;male;1831;1908;short;1880-1899;ELTeC-srp;1886;;;;https://www.wikidata.org/wiki/Q109336114;;;low;SRP18860;55;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18870;Гавриловић, Драга;Бабадевојка;1887;1887;authorid: https://www.wikidata.org/wiki/Q31181207;texts/SRP18870_DraginjaG_Babadevojka.xml;19350;Serbian;https://viaf.org/viaf/17281658;female;1854;1917;short;1880-1899;ELTeC-srp;1887;;1990;;https://www.wikidata.org/wiki/Q109303299;;;high;SRP18870;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18871;Комарчић, Лазар;Мој кочијаш : слике 1883 године;1887;1887;authorid: https://www.wikidata.org/wiki/Q12754437;texts/SRP18871_LazarK_MojKocijas.xml;62835;Serbian;https://viaf.org/viaf/14831335;male;1833;1909;medium;1880-1899;ELTeC-srp;1887;;;;https://www.wikidata.org/wiki/Q109336107;;;low;SRP18871;54;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18880;Поповић-Шапчанин, Милорад;Сањало;1888;1888;authorid: https://www.wikidata.org/wiki/Q4806445;texts/SRP18880_Sapcanin_Sanjalo.xml;44760;Serbian;https://viaf.org/viaf/79455054;male;1847;1895;short;1880-1899;ELTeC-srp;1888;;1912;;https://www.wikidata.org/wiki/Q109336236;;;low;SRP18880;41;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18881;Марковић Адамов, Павле;Дух времена сад је таки!;1888;1888;authorid: https://www.wikidata.org/wiki/Q1563693;texts/SRP18881_PavleMA_DuhVremena.xml;34956;Serbian;https://viaf.org/viaf/63747033;male;1855;1907;short;1880-1899;ELTeC-srp;1888;;2007;;https://www.wikidata.org/wiki/Q109336074;;;low;SRP18881;33;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18882;Поповић, Стеван В.;Шумарева ћерка : приповетка из српскога живота / написао С. В. Поповић;1888;1888;authorid: https://www.wikidata.org/wiki/Q1291614;texts/SRP18882_StevanVP_SumarevaCerka.xml;61971;Serbian;https://viaf.org/viaf/262110860;male;1845;1918;medium;1880-1899;ELTeC-srp;1888;;;;https://www.wikidata.org/wiki/Q109336259;;;low;SRP18882;43;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18883;Игњатовић, Јаков;Патница : роман;1888;1888;authorid: https://www.wikidata.org/wiki/Q570913;texts/SRP18883_JakovI_Patnica.xml;113699;Serbian;https://viaf.org/viaf/4995002;male;1822;1889;long;1880-1899;ELTeC-srp;1888;;1936;;;;;low;SRP18883;66;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18890;Гавриловић, Драга;Девојачки роман;1889;1889;authorid: https://www.wikidata.org/wiki/Q31181207;texts/SRP18890_DraginjaG_DevRoman.xml;50732;Serbian;https://viaf.org/viaf/17281658;female;1854;1917;medium;1880-1899;ELTeC-srp;1889;;1990;;https://www.wikidata.org/wiki/Q109336069;;;high;SRP18890;35;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18891;Веселиновић, Јанко М.;Борци : роман из сеоског живота. Свеска 1;1889;1889;authorid: https://www.wikidata.org/wiki/Q713652;texts/SRP18891_JankoV_Borci.xml;34683;Serbian;https://viaf.org/viaf/66316956;male;1862;1905;short;1880-1899;ELTeC-srp;1889;;;;https://www.wikidata.org/wiki/Q109335973;;;high;SRP18891;27;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
SRP18892;Тодоровић, Пера;Силазак с престола : роман / написао Карио Амурели;1889;1889;authorid: https://www.wikidata.org/wiki/Q12757120;texts/SRP18892_PeraTod_SilazakSPrestola.xml;140344;Serbian;https://viaf.org/viaf/2788090;male;1852;1907;long;1880-1899;ELTeC-srp;1889;;1892;;https://www.wikidata.org/wiki/Q109336240;;;low;SRP18892;37;false;"COST Action ""Distant Reading for European Literary History"": https://distant-reading.net, https://github.com/COST-ELTeC/ELTeC"
